campus_id,parking_lot_id,occupied_spaces,available_spaces,occupancy_percentage,predicted_occupancy,status,observation_timestamp,ingestion_timestamp,source,provenance
vitap,vitap-lot-academic-main,10,98,0.0926,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,12,150,0.0741,"{""t_15min"": 12, ""t_30min"": 13, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,4,68,0.0556,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,4,86,0.0444,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,12,96,0.1111,"{""t_15min"": 12, ""t_30min"": 13, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,13,149,0.0802,"{""t_15min"": 13, ""t_30min"": 14, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,5,85,0.0556,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,12,96,0.1111,"{""t_15min"": 12, ""t_30min"": 13, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,14,148,0.0864,"{""t_15min"": 14, ""t_30min"": 15, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,5,85,0.0556,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,12,96,0.1111,"{""t_15min"": 12, ""t_30min"": 13, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,14,148,0.0864,"{""t_15min"": 14, ""t_30min"": 15, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,5,85,0.0556,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T06:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,20,88,0.1852,"{""t_15min"": 21, ""t_30min"": 22, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,24,138,0.1481,"{""t_15min"": 25, ""t_30min"": 26, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,9,63,0.125,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,9,81,0.1,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,23,85,0.213,"{""t_15min"": 24, ""t_30min"": 25, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,28,134,0.1728,"{""t_15min"": 29, ""t_30min"": 30, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,10,62,0.1389,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,10,80,0.1111,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,25,83,0.2315,"{""t_15min"": 26, ""t_30min"": 27, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,30,132,0.1852,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,11,61,0.1528,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,11,79,0.1222,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,25,83,0.2315,"{""t_15min"": 26, ""t_30min"": 27, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,30,132,0.1852,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,11,61,0.1528,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,10,80,0.1111,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T07:45:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,54,54,0.5,"{""t_15min"": 56, ""t_30min"": 59, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,64,98,0.3951,"{""t_15min"": 67, ""t_30min"": 70, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,24,48,0.3333,"{""t_15min"": 25, ""t_30min"": 26, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,25,65,0.2778,"{""t_15min"": 26, ""t_30min"": 27, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,8,46,0.1481,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:00:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,64,44,0.5926,"{""t_15min"": 67, ""t_30min"": 70, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,79,83,0.4877,"{""t_15min"": 82, ""t_30min"": 86, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,29,43,0.4028,"{""t_15min"": 30, ""t_30min"": 31, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,29,61,0.3222,"{""t_15min"": 30, ""t_30min"": 31, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:15:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,68,40,0.6296,"{""t_15min"": 71, ""t_30min"": 74, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,80,82,0.4938,"{""t_15min"": 84, ""t_30min"": 88, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:30:00,2026-09-24T12:03:58.655951,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,29,43,0.4028,"{""t_15min"": 30, ""t_30min"": 31, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,30,60,0.3333,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,68,40,0.6296,"{""t_15min"": 71, ""t_30min"": 74, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,84,78,0.5185,"{""t_15min"": 88, ""t_30min"": 92, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,31,41,0.4306,"{""t_15min"": 32, ""t_30min"": 34, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,30,60,0.3333,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T08:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,75,33,0.6944,"{""t_15min"": 78, ""t_30min"": 82, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,90,72,0.5556,"{""t_15min"": 94, ""t_30min"": 99, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,34,38,0.4722,"{""t_15min"": 35, ""t_30min"": 37, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,34,56,0.3778,"{""t_15min"": 35, ""t_30min"": 37, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,77,31,0.713,"{""t_15min"": 80, ""t_30min"": 84, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,89,73,0.5494,"{""t_15min"": 93, ""t_30min"": 97, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,35,37,0.4861,"{""t_15min"": 36, ""t_30min"": 38, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,35,55,0.3889,"{""t_15min"": 36, ""t_30min"": 38, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,75,33,0.6944,"{""t_15min"": 78, ""t_30min"": 82, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,89,73,0.5494,"{""t_15min"": 93, ""t_30min"": 97, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,35,37,0.4861,"{""t_15min"": 36, ""t_30min"": 38, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,34,56,0.3778,"{""t_15min"": 35, ""t_30min"": 37, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,75,33,0.6944,"{""t_15min"": 78, ""t_30min"": 82, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,89,73,0.5494,"{""t_15min"": 93, ""t_30min"": 97, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,34,38,0.4722,"{""t_15min"": 35, ""t_30min"": 37, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,34,56,0.3778,"{""t_15min"": 35, ""t_30min"": 37, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T09:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,74,34,0.6852,"{""t_15min"": 77, ""t_30min"": 81, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,90,72,0.5556,"{""t_15min"": 94, ""t_30min"": 99, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,33,39,0.4583,"{""t_15min"": 34, ""t_30min"": 36, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,32,58,0.3556,"{""t_15min"": 33, ""t_30min"": 35, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,74,34,0.6852,"{""t_15min"": 77, ""t_30min"": 81, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,87,75,0.537,"{""t_15min"": 91, ""t_30min"": 95, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,33,39,0.4583,"{""t_15min"": 34, ""t_30min"": 36, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,32,58,0.3556,"{""t_15min"": 33, ""t_30min"": 35, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,75,33,0.6944,"{""t_15min"": 78, ""t_30min"": 82, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,88,74,0.5432,"{""t_15min"": 92, ""t_30min"": 96, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,32,40,0.4444,"{""t_15min"": 33, ""t_30min"": 35, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,32,58,0.3556,"{""t_15min"": 33, ""t_30min"": 35, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,74,34,0.6852,"{""t_15min"": 77, ""t_30min"": 81, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,90,72,0.5556,"{""t_15min"": 94, ""t_30min"": 99, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,33,39,0.4583,"{""t_15min"": 34, ""t_30min"": 36, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,33,57,0.3667,"{""t_15min"": 34, ""t_30min"": 36, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T10:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,66,42,0.6111,"{""t_15min"": 69, ""t_30min"": 72, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,80,82,0.4938,"{""t_15min"": 84, ""t_30min"": 88, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,30,42,0.4167,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,30,60,0.3333,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:00:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,66,42,0.6111,"{""t_15min"": 69, ""t_30min"": 72, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,79,83,0.4877,"{""t_15min"": 82, ""t_30min"": 86, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,30,42,0.4167,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,29,61,0.3222,"{""t_15min"": 30, ""t_30min"": 31, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:15:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,63,45,0.5833,"{""t_15min"": 66, ""t_30min"": 69, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,76,86,0.4691,"{""t_15min"": 79, ""t_30min"": 83, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,30,42,0.4167,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,29,61,0.3222,"{""t_15min"": 30, ""t_30min"": 31, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:30:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,66,42,0.6111,"{""t_15min"": 69, ""t_30min"": 72, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,79,83,0.4877,"{""t_15min"": 82, ""t_30min"": 86, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,30,42,0.4167,"{""t_15min"": 31, ""t_30min"": 33, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,29,61,0.3222,"{""t_15min"": 30, ""t_30min"": 31, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-01T11:45:00,2026-09-24T12:03:58.656950,synthetic_generator,SYNTHETIC
